order_id,customer_id,customer_email,order_date,order_total,quantity,status,category
ORD-000278,CUST-0161,hank977@gmail.com,2024-05-21 00:00:00,85.85,7,completed,Electronics
ORD-000279,CUST-0005,grace804@company.com,2024-11-11 00:00:00,19.56,1,returned,Sports
ORD-000280,CUST-0143,hank397@yahoo.com,2024-08-03 00:00:00,13.35,3,pending,Electronics
ORD-000281,CUST-0017,grace980@yahoo.com,2024-02-22 00:00:00,64.79,19,returned,Books
ORD-000282,CUST-0148,eve104@outlook.com,2027-06-01 13:41:07,51.52,1,returned,Sports
ORD-000283,CUST-0165,hank439@outlook.com,2024-11-12 00:00:00,68.02,10,pending,Sports
ORD-000284,CUST-0027,eve431@company.com,2024-01-17 00:00:00,61.7,9,cancelled,Home
ORD-000285,CUST-0087,diana772@gmail.com,2024-06-28 00:00:00,27.51,19,pending,Food
ORD-000286,CUST-0025,eve329@outlook.com,2024-07-26 00:00:00,19.22,10,pending,Electronics
ORD-000287,CUST-0113,diana350@outlook.com,2024-03-03 00:00:00,14.81,9,shipped,Home
ORD-000288,CUST-0185,grace554@company.com,2024-11-18 00:00:00,24.33,18,shipped,Food
ORD-000289,CUST-0017,alice306@outlook.com,2024-06-16 00:00:00,25.41,12,shipped,Clothing
ORD-000290,CUST-0080,frank166@yahoo.com,2024-09-05 00:00:00,65.06,6,cancelled,Sports
ORD-000291,CUST-0194,hank757@yahoo.com,2024-09-18 00:00:00,58.64,17,pending,Home
ORD-000292,CUST-0060,frank755@company.com,2024-06-29 00:00:00,74.07,14,completed,Clothing
ORD-000293,CUST-0027,frank105@company.com,2024-09-09 00:00:00,43.6,10,pending,Electronics
ORD-000294,CUST-0098,eve668@gmail.com,2024-12-13 00:00:00,33.89,19,cancelled,Electronics
ORD-000295,CUST-0102,invalid-email-295,2024-11-27 00:00:00,26.83,1,shipped,Books
ORD-000296,CUST-0132,diana578@outlook.com,2024-01-04 00:00:00,40.02,18,cancelled,Clothing
ORD-000297,CUST-0063,hank84@yahoo.com,2024-08-02 00:00:00,28.37,6,shipped,Clothing
ORD-000298,CUST-0191,hank27@outlook.com,2024-11-21 00:00:00,8.67,2,cancelled,Home
ORD-000299,CUST-0104,hank452@gmail.com,2024-09-16 00:00:00,23.89,16,completed,Food
ORD-000300,CUST-0058,bob6@company.com,2024-02-27 00:00:00,14.22,3,shipped,Sports
ORD-000301,CUST-0192,diana850@outlook.com,2024-03-26 00:00:00,58.4,8,shipped,Food
ORD-000302,CUST-0185,diana564@company.com,2024-06-09 00:00:00,15.93,12,pending,Food
ORD-000303,CUST-0100,frank215@outlook.com,2024-12-08 00:00:00,63.76,17,cancelled,Sports
ORD-000304,CUST-0005,frank536@outlook.com,2024-06-11 00:00:00,-22.84,9,returned,Books
ORD-000305,CUST-0119,frank930@company.com,2024-05-30 00:00:00,65.93,7,returned,Food
ORD-000306,CUST-0111,hank594@company.com,2024-01-11 00:00:00,57.06,12,pending,Books
ORD-000307,CUST-0030,eve505@company.com,2024-06-03 00:00:00,11.74,9,cancelled,Books
ORD-000308,CUST-0127,diana481@gmail.com,2024-05-15 00:00:00,69.01,15,completed,Clothing
ORD-000309,CUST-0168,diana934@company.com,2024-06-12 00:00:00,70.6,10,pending,Electronics
ORD-000310,CUST-0022,bob370@yahoo.com,2024-10-01 00:00:00,133.07,6,shipped,Electronics
ORD-000311,CUST-0144,diana69@yahoo.com,2024-01-04 00:00:00,91.74,14,completed,Home
ORD-000312,CUST-0028,invalid-email-312,2024-08-19 00:00:00,6.11,6,cancelled,Sports
ORD-000313,CUST-0150,eve506@gmail.com,2024-12-27 00:00:00,46.26,12,shipped,Sports
ORD-000314,CUST-0084,diana463@company.com,2024-04-23 00:00:00,12.56,4,returned,Home
ORD-000315,CUST-0002,diana789@company.com,2024-01-29 00:00:00,8.47,9,cancelled,Clothing
ORD-000316,CUST-0193,charlie618@company.com,2024-07-15 00:00:00,25.67,1,shipped,Electronics
ORD-000317,CUST-0034,alice447@yahoo.com,2024-10-25 00:00:00,8.98,19,cancelled,Books
ORD-000318,CUST-0119,eve140@gmail.com,2024-07-29 00:00:00,85.17,12,shipped,Electronics
ORD-000319,CUST-0037,alice199@company.com,2024-06-17 00:00:00,41.67,15,cancelled,Home
ORD-000320,CUST-0186,charlie405@outlook.com,2024-09-26 00:00:00,43.45,628,returned,Electronics
ORD-000321,CUST-0147,bob989@gmail.com,2024-01-24 00:00:00,48.57,1,pending,Books
ORD-000322,CUST-0161,eve870@outlook.com,2024-06-09 00:00:00,38.31,19,shipped,Food
ORD-000323,CUST-0086,hank205@outlook.com,2024-01-17 00:00:00,46.06,13,shipped,Food
ORD-000324,CUST-0094,frank534@yahoo.com,2024-10-31 00:00:00,138.18,5,returned,Sports
ORD-000325,CUST-0127,alice545@company.com,2024-07-12 00:00:00,92.03,6,pending,Home
ORD-000326,CUST-0157,hank302@gmail.com,2024-10-14 00:00:00,57.8,16,cancelled,Clothing
ORD-000327,CUST-0169,bob910@outlook.com,2024-03-13 00:00:00,9.75,15,shipped,Electronics
ORD-000328,CUST-0004,hank118@gmail.com,2024-01-14 00:00:00,77.88,5,pending,Electronics
ORD-000329,CUST-0133,alice70@yahoo.com,2024-09-21 00:00:00,44.71,2,cancelled,Clothing
ORD-000330,CUST-0022,charlie914@company.com,2024-10-05 00:00:00,15.37,8,shipped,Clothing
ORD-000331,CUST-0058,bob172@yahoo.com,2024-04-04 00:00:00,54.87,19,shipped,Food
ORD-000332,CUST-0166,bob967@outlook.com,2024-05-12 00:00:00,54.72,6,cancelled,Books
ORD-000333,CUST-0050,diana200@outlook.com,2024-08-07 00:00:00,72.55,2,returned,Electronics
ORD-000334,CUST-0159,hank95@outlook.com,2024-11-27 00:00:00,80.38,3,pending,Home
ORD-000335,CUST-0093,eve618@outlook.com,2024-12-11 00:00:00,15.34,11,shipped,Electronics
ORD-000336,CUST-0047,eve841@gmail.com,2024-09-26 00:00:00,208.56,3,cancelled,Books
ORD-000337,CUST-0067,bob388@yahoo.com,2024-12-08 00:00:00,23.31,8,shipped,Home
ORD-000338,CUST-0106,diana543@company.com,2024-03-27 00:00:00,21.61,5,cancelled,Home
ORD-000339,CUST-0153,bob456@yahoo.com,2024-05-24 00:00:00,60.75,4,shipped,Home
ORD-000340,CUST-0121,diana456@yahoo.com,2024-12-10 00:00:00,58.41,19,completed,Food
ORD-000341,CUST-0186,bob723@yahoo.com,2024-07-30 00:00:00,41.1,4,returned,Books
ORD-000342,CUST-0173,alice78@outlook.com,2024-12-08 00:00:00,21.35,17,pending,Electronics
ORD-000343,CUST-0150,hank87@outlook.com,2024-12-10 00:00:00,199.79,12,returned,Food
ORD-000344,CUST-0121,eve36@gmail.com,2024-10-11 00:00:00,21.91,507,returned,Sports
ORD-000345,CUST-0058,diana383@company.com,2024-09-11 00:00:00,43.07,9,pending,Home
ORD-000346,CUST-0083,eve515@outlook.com,2024-12-04 00:00:00,21.58,4,returned,Clothing
ORD-000347,CUST-0024,bob355@yahoo.com,2024-08-25 00:00:00,208.49,18,completed,Books
ORD-000348,CUST-0075,eve154@yahoo.com,2024-03-10 00:00:00,38.2,8,cancelled,Home
ORD-000349,CUST-0185,grace261@gmail.com,2024-10-27 00:00:00,133.0,4,pending,Books
ORD-000350,CUST-0085,diana537@yahoo.com,2024-04-20 00:00:00,31.91,12,cancelled,Clothing
ORD-000351,CUST-0023,eve651@yahoo.com,2024-07-21 00:00:00,207.66,2,shipped,Home
ORD-000705,CUST-0130,bob863@gmail.com,2024-04-24 00:00:00,50.03,5,completed,Electronics
ORD-000353,CUST-0192,charlie407@company.com,2024-04-28 00:00:00,58.63,16,cancelled,Books
ORD-000354,CUST-0173,eve437@outlook.com,2024-05-05 00:00:00,7.96,18,cancelled,Home
ORD-000355,CUST-0055,bob423@outlook.com,2024-04-13 00:00:00,26.74,14,pending,Home
ORD-000356,CUST-0091,eve183@outlook.com,2024-08-21 00:00:00,14.41,13,shipped,Books
ORD-000357,CUST-0106,eve807@outlook.com,2024-08-01 00:00:00,5.79,1,pending,Clothing
ORD-000358,CUST-0050,hank229@gmail.com,2024-02-20 00:00:00,55.12,15,shipped,Books
ORD-000359,CUST-0054,alice821@outlook.com,2024-10-28 00:00:00,49.33,7,pending,Sports
ORD-000853,CUST-0048,frank108@company.com,2024-03-21 00:00:00,,1,cancelled,Electronics
ORD-000361,CUST-0198,alice277@gmail.com,2024-07-09 00:00:00,31.63,2,cancelled,Clothing
ORD-000362,CUST-0149,diana993@gmail.com,2024-03-23 00:00:00,232.77,4,completed,Food
ORD-000363,CUST-0168,eve733@gmail.com,2024-08-15 00:00:00,26.11,6,cancelled,Food
ORD-000364,CUST-0163,charlie592@outlook.com,2024-08-18 00:00:00,37.32,12,returned,Electronics
ORD-000365,CUST-0191,hank18@company.com,2024-03-19 00:00:00,74.57,13,cancelled,Electronics
ORD-000366,CUST-0021,charlie469@outlook.com,2024-09-05 00:00:00,31.02,18,returned,Food
ORD-000367,CUST-0176,hank719@gmail.com,2024-05-22 00:00:00,131.47,8,cancelled,Books
ORD-000368,CUST-0014,hank647@company.com,2024-04-21 00:00:00,7.59,11,returned,Sports
ORD-000369,CUST-0095,grace769@company.com,2024-03-22 00:00:00,210.03,15,returned,Home
ORD-000370,CUST-0119,frank630@gmail.com,2024-10-14 00:00:00,50.1,14,cancelled,Sports
ORD-000371,CUST-0072,charlie704@company.com,2024-09-08 00:00:00,59.38,17,returned,Clothing
ORD-000372,CUST-0030,grace371@outlook.com,2024-02-28 00:00:00,26.81,18,completed,Sports
ORD-000373,CUST-0039,eve489@outlook.com,2024-05-23 00:00:00,97.08,5,shipped,Electronics
ORD-000374,CUST-0165,alice459@outlook.com,2024-03-26 00:00:00,7.22,19,returned,Home
ORD-000375,CUST-0064,bob374@company.com,2024-08-04 00:00:00,6.67,10,returned,Sports
ORD-000376,CUST-0062,eve626@company.com,2024-12-19 00:00:00,31.64,1,completed,Home
ORD-000377,CUST-0184,bob100@outlook.com,2024-11-22 00:00:00,45.86,7,completed,Sports
ORD-000378,CUST-0029,alice955@outlook.com,2024-09-30 00:00:00,73.7,10,pending,Food
ORD-000379,CUST-0183,grace189@gmail.com,2024-07-15 00:00:00,7.63,9,shipped,Home
ORD-000380,CUST-0184,diana882@company.com,2024-12-16 00:00:00,44.41,7,pending,Sports
ORD-000381,CUST-0120,hank787@outlook.com,2024-10-02 00:00:00,18.55,9,returned,Clothing
ORD-000382,CUST-0033,alice478@yahoo.com,2024-07-14 00:00:00,207.19,2,completed,Home
ORD-000383,CUST-0032,eve706@yahoo.com,2024-05-25 00:00:00,115.98,9,returned,Books
ORD-000384,CUST-0057,eve550@outlook.com,2024-08-31 00:00:00,53.15,10,cancelled,Electronics
ORD-000385,CUST-0115,hank581@gmail.com,2024-05-30 00:00:00,39.27,12,shipped,Home
ORD-000386,CUST-0031,alice747@yahoo.com,2024-03-10 00:00:00,66.08,7,cancelled,Food
ORD-000387,CUST-0091,charlie339@company.com,2024-08-31 00:00:00,23.09,7,completed,Electronics
ORD-000388,CUST-0023,alice361@outlook.com,2024-08-17 00:00:00,39.19,7,completed,Sports
ORD-000389,CUST-0108,bob909@yahoo.com,2024-12-03 00:00:00,24.98,11,completed,Sports
ORD-000390,CUST-0005,bob751@outlook.com,2024-09-21 00:00:00,138.87,15,shipped,Sports
ORD-000391,CUST-0142,bob700@yahoo.com,2024-08-16 00:00:00,119.87,2,pending,Sports
ORD-000392,CUST-0012,hank303@company.com,2024-12-09 00:00:00,253.5,8,returned,Food
ORD-000139,CUST-0039,eve365@outlook.com,2024-03-14 00:00:00,69.71,9,returned,Sports
ORD-000394,CUST-0035,hank497@outlook.com,2024-11-05 00:00:00,43.32,10,returned,Clothing
ORD-000395,CUST-0166,diana441@outlook.com,2024-04-04 00:00:00,117.46,3,returned,Electronics
ORD-000396,CUST-0011,charlie888@outlook.com,2024-12-28 00:00:00,65.07,18,returned,Home
ORD-000397,CUST-0086,diana710@yahoo.com,2024-05-15 00:00:00,8.78,5,pending,Clothing
ORD-000398,CUST-0118,bob16@company.com,2024-11-03 00:00:00,,2,cancelled,Clothing
ORD-000399,CUST-0103,grace762@company.com,2024-08-20 00:00:00,87.52,3,shipped,Clothing
ORD-000400,CUST-0136,eve552@gmail.com,2024-02-19 00:00:00,60.12,9,cancelled,Clothing
ORD-000401,CUST-0160,eve69@company.com,2024-12-21 00:00:00,46.91,4,INVALID_STATUS,Clothing
ORD-000402,CUST-0079,hank847@yahoo.com,2024-03-25 00:00:00,6.23,9,returned,Electronics
ORD-000403,CUST-0165,hank128@outlook.com,2024-03-27 00:00:00,18.08,3,returned,Home
ORD-000404,CUST-0064,frank401@company.com,2024-02-29 00:00:00,159.38,17,pending,Electronics
ORD-000405,CUST-0196,grace993@outlook.com,2024-07-28 00:00:00,161.87,6,shipped,Food
ORD-000406,CUST-0101,frank556@yahoo.com,2024-12-12 00:00:00,8.96,8,completed,Home
ORD-000407,CUST-0147,diana629@outlook.com,2024-04-23 00:00:00,57.51,16,cancelled,Clothing
ORD-000408,CUST-0175,diana948@outlook.com,2024-02-09 00:00:00,88.88,10,completed,Food
ORD-000409,CUST-0158,alice739@company.com,2024-12-02 00:00:00,-29.4,12,shipped,Clothing
ORD-000410,CUST-0170,hank176@outlook.com,2024-10-21 00:00:00,101.57,1,cancelled,Sports
ORD-000411,CUST-0107,grace299@yahoo.com,2024-09-11 00:00:00,36.68,8,completed,Books
ORD-000412,CUST-0009,hank677@gmail.com,2024-06-08 00:00:00,44.73,7,completed,Books
ORD-000780,CUST-0099,charlie561@company.com,2024-08-27 00:00:00,10.86,9,pending,Food
ORD-000414,CUST-0037,bob265@outlook.com,2024-08-11 00:00:00,32.46,5,shipped,Electronics
ORD-000415,CUST-0177,bob608@outlook.com,2024-12-03 00:00:00,90.77,6,shipped,Electronics
ORD-000416,CUST-0048,,2024-01-03 00:00:00,,13,shipped,Home
ORD-000417,CUST-0046,grace571@yahoo.com,2024-02-10 00:00:00,6.29,16,cancelled,Sports
ORD-000565,CUST-0050,bob571@outlook.com,2024-07-28 00:00:00,12.21,5,pending,Home
ORD-000419,CUST-0128,eve728@company.com,2024-08-31 00:00:00,12.79,16,returned,Sports
ORD-000420,CUST-0114,grace809@gmail.com,2024-01-12 00:00:00,49.18,3,cancelled,Books
ORD-000421,CUST-0189,frank237@outlook.com,2024-12-15 00:00:00,45.87,1,shipped,Books
ORD-000422,CUST-0083,frank189@outlook.com,2024-01-11 00:00:00,50.06,8,cancelled,Sports
ORD-000423,CUST-0057,alice526@gmail.com,2024-12-10 00:00:00,62.33,7,completed,Home
ORD-000424,CUST-0010,diana641@company.com,2024-10-15 00:00:00,130.95,530,cancelled,Electronics
ORD-000425,CUST-0002,diana243@gmail.com,2024-01-27 00:00:00,42.53,19,cancelled,Food
ORD-000426,CUST-0075,grace922@gmail.com,2024-07-08 00:00:00,84.21,2,shipped,Sports
ORD-000427,CUST-0185,bob414@outlook.com,2024-05-24 00:00:00,24.25,2,completed,Sports
ORD-000428,CUST-0105,charlie468@company.com,2024-08-09 00:00:00,30.55,10,shipped,Sports
ORD-000429,CUST-0178,alice192@gmail.com,2024-10-31 00:00:00,9.93,4,completed,Home
ORD-000430,CUST-0021,frank795@gmail.com,2024-07-14 00:00:00,49.88,1,completed,Electronics
ORD-000431,CUST-0019,eve119@company.com,2024-10-06 00:00:00,7.75,12,completed,Home
ORD-000432,CUST-0166,frank255@outlook.com,2024-01-04 00:00:00,12.87,18,shipped,Clothing
ORD-000433,CUST-0022,charlie403@yahoo.com,2024-07-26 00:00:00,163.18,7,completed,Clothing
ORD-000030,CUST-0011,grace845@yahoo.com,2024-09-30 00:00:00,49.27,16,pending,Sports
ORD-000435,CUST-0081,charlie433@yahoo.com,2024-10-29 00:00:00,175.31,18,pending,Sports
ORD-000199,CUST-0185,bob782@outlook.com,2024-07-31 00:00:00,91.83,5,returned,Sports
ORD-000437,CUST-0138,diana73@outlook.com,2024-12-18 00:00:00,75.07,12,pending,Electronics
ORD-000438,CUST-0020,charlie228@yahoo.com,2024-08-29 00:00:00,,18,returned,Electronics
ORD-000439,CUST-0167,hank537@company.com,2024-09-23 00:00:00,40.58,16,pending,Sports
ORD-000440,CUST-0168,hank759@company.com,2024-05-21 00:00:00,73.97,13,shipped,Electronics
ORD-000090,CUST-0160,alice974@outlook.com,2024-02-27 00:00:00,6.35,10,returned,Books
ORD-000442,CUST-0180,eve441@yahoo.com,2024-11-22 00:00:00,39.07,16,cancelled,Sports
ORD-000443,CUST-0048,bob161@outlook.com,2024-04-07 00:00:00,,2,cancelled,Books
ORD-000471,CUST-0195,frank748@company.com,2024-11-08 00:00:00,5.27,12,pending,Home
ORD-000445,CUST-0064,grace672@company.com,2024-09-29 00:00:00,41.82,2,cancelled,Books
ORD-000446,CUST-0160,hank505@company.com,2024-07-09 00:00:00,70.34,10,pending,Home
ORD-000447,CUST-0116,diana797@outlook.com,2024-06-21 00:00:00,6.75,2,pending,Food
ORD-000448,CUST-0156,hank247@gmail.com,2024-02-10 00:00:00,23.94,11,cancelled,Home
ORD-000449,CUST-0125,diana337@outlook.com,2024-07-03 00:00:00,94.89,6,cancelled,Sports
ORD-000450,CUST-0128,frank794@company.com,2024-02-22 00:00:00,90.0,8,completed,Sports
ORD-000451,CUST-0123,eve392@gmail.com,2024-05-26 00:00:00,43.11,6,returned,Home
ORD-000452,CUST-0156,grace352@company.com,2024-09-25 00:00:00,83.96,2,pending,Electronics
ORD-000453,CUST-0148,alice597@gmail.com,2024-04-01 00:00:00,31.17,2,cancelled,Clothing
ORD-000454,CUST-0027,hank412@company.com,2027-03-11 13:41:07,44.37,9,returned,Books
ORD-000455,CUST-0165,diana609@company.com,2024-06-13 00:00:00,133.84,5,cancelled,Home
ORD-000456,CUST-0107,diana979@yahoo.com,2024-09-08 00:00:00,21.95,17,cancelled,Clothing
ORD-000457,CUST-0065,eve235@yahoo.com,2027-01-10 13:41:07,30.55,2,completed,Sports
ORD-000458,CUST-0103,invalid-email-458,2024-02-09 00:00:00,47.86,14,pending,Sports
ORD-000459,CUST-0193,eve917@outlook.com,2024-05-05 00:00:00,66.19,4,pending,Food
ORD-000460,CUST-0171,alice711@company.com,2024-12-08 00:00:00,37.9,11,shipped,Food
ORD-000461,CUST-0166,charlie817@gmail.com,2024-03-20 00:00:00,25.87,3,completed,Home
ORD-000462,CUST-0093,eve864@company.com,2024-10-31 00:00:00,74.93,11,returned,Electronics
ORD-000463,CUST-0157,grace360@yahoo.com,2024-02-13 00:00:00,34.69,7,completed,Home
ORD-000464,CUST-0077,diana749@yahoo.com,2024-08-20 00:00:00,50.11,13,returned,Books
ORD-000465,CUST-0137,frank298@company.com,2024-05-15 00:00:00,145.07,1,pending,Food
ORD-000466,CUST-0128,charlie216@company.com,2024-04-19 00:00:00,91.75,17,shipped,Clothing
ORD-000467,CUST-0050,hank407@company.com,2024-04-25 00:00:00,17.1,2,shipped,Electronics
ORD-000468,CUST-0054,frank28@gmail.com,2024-12-26 00:00:00,24.53,19,pending,Food
ORD-000469,CUST-0013,hank927@gmail.com,2024-03-15 00:00:00,22.28,15,cancelled,Home
ORD-000470,CUST-0028,charlie531@yahoo.com,2024-02-04 00:00:00,59.82,4,INVALID_STATUS,Books
ORD-000471,CUST-0087,grace18@company.com,2024-11-13 00:00:00,-47.78,2,shipped,Books
ORD-000472,CUST-0096,bob887@outlook.com,2024-12-20 00:00:00,47.46,3,cancelled,Electronics
ORD-000473,CUST-0033,alice263@company.com,2024-01-14 00:00:00,57.18,15,returned,Books
ORD-000474,CUST-0083,bob971@outlook.com,2024-10-10 00:00:00,177.43,13,shipped,Books
ORD-000475,CUST-0121,frank291@company.com,2024-12-08 00:00:00,88.94,1,returned,Books
ORD-000476,CUST-0047,grace212@company.com,2024-11-07 00:00:00,15.74,19,cancelled,Books
ORD-000477,CUST-0068,bob88@yahoo.com,2024-09-12 00:00:00,42.12,7,returned,Home
ORD-000478,CUST-0074,hank74@gmail.com,2024-10-08 00:00:00,6.94,10,cancelled,Food
ORD-000479,CUST-0101,frank38@yahoo.com,2024-06-22 00:00:00,53.59,8,returned,Food
ORD-000480,CUST-0073,bob630@outlook.com,2024-12-16 00:00:00,60.19,11,completed,Electronics
ORD-000481,CUST-0147,eve414@outlook.com,2024-01-30 00:00:00,17.21,14,shipped,Clothing
ORD-000482,CUST-0066,bob447@yahoo.com,2024-04-13 00:00:00,25.62,12,shipped,Clothing
ORD-000483,CUST-0087,alice780@gmail.com,2024-09-07 00:00:00,16.64,12,cancelled,Books
ORD-000484,CUST-0076,eve261@outlook.com,2024-02-04 00:00:00,12.7,12,returned,Food
ORD-000568,CUST-0037,bob952@gmail.com,2024-05-26 00:00:00,7.26,6,pending,Home
ORD-000486,CUST-0137,diana685@yahoo.com,2024-03-18 00:00:00,17.23,8,shipped,Books
ORD-000487,CUST-0047,grace752@outlook.com,2024-07-25 00:00:00,36.85,5,returned,Books
ORD-000488,CUST-0060,frank217@outlook.com,2024-07-20 00:00:00,,13,returned,Food
ORD-000489,CUST-0158,charlie249@outlook.com,2024-10-30 00:00:00,48.4,14,completed,Home
ORD-000490,CUST-0189,bob290@outlook.com,2024-09-28 00:00:00,61.86,14,pending,Sports
ORD-000491,CUST-0134,grace923@company.com,2024-02-21 00:00:00,11.68,3,shipped,Food
ORD-000492,CUST-0183,alice135@company.com,2024-09-14 00:00:00,36.86,7,completed,Electronics
ORD-000493,CUST-0170,diana750@outlook.com,2024-11-25 00:00:00,15.72,12,pending,Clothing
ORD-000494,CUST-0096,hank446@yahoo.com,2024-09-27 00:00:00,45.26,5,shipped,Home
ORD-000495,CUST-0154,frank831@gmail.com,2024-03-13 00:00:00,103.12,8,completed,Clothing
ORD-000832,CUST-0066,frank742@company.com,2024-02-11 00:00:00,99.32,19,pending,Home
ORD-000497,CUST-0092,alice960@outlook.com,2024-09-03 00:00:00,10.03,11,shipped,Food
ORD-000498,CUST-0107,eve472@yahoo.com,2024-01-09 00:00:00,65.97,14,pending,Home
ORD-000499,CUST-0192,bob958@outlook.com,2024-02-28 00:00:00,89.43,1,returned,Sports
ORD-000500,CUST-0169,bob528@yahoo.com,2024-06-30 00:00:00,101.74,7,cancelled,Books
ORD-000501,CUST-0098,alice668@gmail.com,2024-06-25 00:00:00,12.29,12,cancelled,Electronics
ORD-000502,CUST-0130,frank481@yahoo.com,2024-11-22 00:00:00,32.7,5,returned,Sports
ORD-000503,CUST-0041,charlie513@yahoo.com,2024-12-24 00:00:00,59.04,16,pending,Clothing
ORD-000504,CUST-0161,,2024-07-18 00:00:00,13.81,18,returned,Electronics
ORD-000505,CUST-0111,diana645@yahoo.com,2024-05-02 00:00:00,51.9,9,cancelled,Books
ORD-000506,CUST-0107,frank432@yahoo.com,2024-05-31 00:00:00,57.63,11,cancelled,Food
ORD-000507,CUST-0153,alice974@company.com,2024-07-19 00:00:00,23.56,14,pending,Sports
ORD-000508,CUST-0126,charlie154@yahoo.com,2024-04-02 00:00:00,37.88,1,cancelled,Home
ORD-000509,CUST-0015,eve395@yahoo.com,2024-08-20 00:00:00,39.38,10,returned,Clothing
ORD-000510,CUST-0058,bob641@gmail.com,2024-03-11 00:00:00,30.69,13,pending,Sports
ORD-000511,CUST-0036,charlie943@gmail.com,2024-11-01 00:00:00,51.43,3,returned,Sports
ORD-000512,CUST-0147,frank500@yahoo.com,2024-08-30 00:00:00,71.25,7,pending,Electronics
ORD-000513,CUST-0007,frank725@gmail.com,2024-06-30 00:00:00,5.62,18,cancelled,Clothing
ORD-000514,CUST-0041,charlie287@company.com,2024-11-02 00:00:00,30.43,1,shipped,Clothing
ORD-000515,CUST-0119,alice9@yahoo.com,2024-04-24 00:00:00,8.98,19,pending,Clothing
ORD-000516,CUST-0139,grace989@gmail.com,2024-02-18 00:00:00,19.91,3,pending,Electronics
ORD-000517,CUST-0101,bob322@outlook.com,2024-12-21 00:00:00,5.18,10,shipped,Clothing
ORD-000518,CUST-0172,hank204@company.com,2024-08-01 00:00:00,20.45,8,cancelled,Electronics
ORD-000519,CUST-0183,bob242@outlook.com,2024-07-25 00:00:00,16.83,14,returned,Home
ORD-000520,CUST-0027,diana984@gmail.com,2024-05-13 00:00:00,64.93,19,completed,Electronics
ORD-000521,CUST-0190,eve38@outlook.com,2024-06-12 00:00:00,15.24,16,shipped,Books
ORD-000522,CUST-0123,alice321@gmail.com,2024-01-02 00:00:00,157.44,12,completed,Food
ORD-000523,CUST-0127,hank412@outlook.com,2024-07-16 00:00:00,12.23,10,cancelled,Clothing
ORD-000524,CUST-0019,grace408@gmail.com,2024-11-14 00:00:00,17.99,7,pending,Books
ORD-000525,CUST-0124,hank430@outlook.com,2024-12-24 00:00:00,69.63,5,pending,Books
ORD-000526,CUST-0145,bob189@gmail.com,2024-08-12 00:00:00,188.87,3,cancelled,Home
ORD-000527,CUST-0116,invalid-email-527,2024-03-02 00:00:00,27.82,12,returned,Sports
ORD-000528,CUST-0017,bob553@yahoo.com,2024-09-07 00:00:00,68.88,1,returned,Home
ORD-000529,CUST-0105,eve890@company.com,2024-12-06 00:00:00,8.86,8,cancelled,Food
ORD-000530,CUST-0187,,2024-04-19 00:00:00,42.2,7,cancelled,Electronics
ORD-000531,CUST-0144,hank23@outlook.com,2024-09-17 00:00:00,21.84,16,cancelled,Food
ORD-000532,CUST-0028,bob848@gmail.com,2024-12-13 00:00:00,45.99,7,cancelled,Electronics
ORD-000199,CUST-0192,diana382@outlook.com,2024-09-07 00:00:00,102.96,6,cancelled,Clothing
ORD-000534,CUST-0191,invalid-email-534,2024-08-20 00:00:00,52.5,15,cancelled,Books
ORD-000535,CUST-0034,grace593@company.com,2024-04-17 00:00:00,22.87,13,pending,Home
ORD-000536,CUST-0160,hank903@outlook.com,2024-08-27 00:00:00,120.62,8,completed,Sports
ORD-000537,CUST-0081,grace141@gmail.com,2024-12-10 00:00:00,33.29,11,returned,Home
ORD-000538,CUST-0119,frank724@outlook.com,2024-01-21 00:00:00,22.58,13,completed,Clothing
ORD-000539,CUST-0089,frank920@company.com,2024-02-04 00:00:00,6.37,16,pending,Home
ORD-000540,CUST-0156,frank477@yahoo.com,2024-07-11 00:00:00,26.0,17,shipped,Sports
ORD-000541,CUST-0199,invalid-email-541,2024-08-27 00:00:00,32.23,2,completed,Sports
ORD-000542,CUST-0159,bob710@gmail.com,2024-04-22 00:00:00,11.28,6,shipped,Books
ORD-000543,CUST-0186,bob631@outlook.com,2024-07-20 00:00:00,44.02,4,pending,Books
ORD-000544,CUST-0189,bob776@company.com,2024-07-25 00:00:00,74.08,16,returned,Clothing
ORD-000114,CUST-0018,charlie620@gmail.com,2026-12-18 13:41:07,93.73,11,shipped,Books
ORD-000546,CUST-0051,frank603@gmail.com,2024-01-10 00:00:00,53.36,7,pending,Food
ORD-000547,CUST-0144,grace163@company.com,2024-06-12 00:00:00,26.1,10,cancelled,Food
ORD-000548,CUST-0118,grace414@gmail.com,2024-08-23 00:00:00,52.5,18,returned,Electronics
ORD-000549,CUST-0010,invalid-email-549,2024-04-12 00:00:00,29.79,14,cancelled,Books
ORD-000550,CUST-0019,,2024-06-02 00:00:00,27.97,5,returned,Electronics
ORD-000551,CUST-0104,diana872@yahoo.com,2024-03-09 00:00:00,8.9,6,returned,Home
ORD-000552,CUST-0123,hank762@yahoo.com,2024-03-03 00:00:00,157.39,14,completed,Electronics
ORD-000553,CUST-0034,bob788@company.com,2024-01-04 00:00:00,29.83,1,returned,Clothing
ORD-000554,CUST-0035,frank78@gmail.com,2024-04-27 00:00:00,27.66,18,completed,Sports
ORD-000555,CUST-0026,eve637@yahoo.com,2024-10-09 00:00:00,37.13,17,shipped,Clothing
